method,dataset,tabular_task,partition,num_clients,num_true_clusters,num_true_clusters_arg,actual_true_clusters,true_groups,total_rounds,warmup_rounds,cluster_interval,probe_pool_size,probe_sigma,probe_anchor,anchor_ema_beta,profile_during_training,dpmm_max_components,dpmm_prior,min_cluster_size,client_frac,local_epochs,lr,train_samples_per_client,test_samples_per_client,val_ratio,label_column,split_source,num_features,num_classes,label_map,dropped_columns_train,dropped_columns_test,num_raw_feature_columns,num_encoded_feature_columns,feature_names_preview,k_pred,acc,precision,recall,f1,tn,fp,fn,tp,client_avg_acc,micro_acc,client_avg_macro_f1,global_macro_f1,client_avg_precision,client_avg_recall,client_avg_f1,ari,nmi,purity
CARES-Lite,cicids2017,binary,dirichlet,20,2,2,2,"[[1, 0], [1, 0]]",50,50,999999,16,0.05,ema_global,0.9,False,10,0.03,5,0.5,2,0.02,2000,500,0.2,Label,explicit_train_test,77,2,"{'0': 0, '1': 1}",['Label'],['Label'],77,77,"['Flow Duration', 'Total Fwd Packets', 'Total Backward Packets', 'Total Length of Fwd Packets', 'Total Length of Bwd Packets', 'Fwd Packet Length Max', 'Fwd Packet Length Min', 'Fwd Packet Length Mean', 'Fwd Packet Length Std', 'Bwd Packet Length Max', 'Bwd Packet Length Min', 'Bwd Packet Length Mean', 'Bwd Packet Length Std', 'Flow Bytes/s', 'Flow Packets/s', 'Flow IAT Mean', 'Flow IAT Std', 'Flow IAT Max', 'Flow IAT Min', 'Fwd IAT Total']",2,0.9697,0.9678428833495198,0.9994428348562514,0.9833890685817663,728,298,5,8969,0.9697000000000001,0.9697,0.8728342431890447,0.9055660521987854,0.9644203366875072,0.9994535109657561,0.9811814661924417,0.6208425720620843,0.6189770040174566,0.9
