method,dataset,tabular_task,partition,num_clients,num_true_clusters,num_true_clusters_arg,actual_true_clusters,true_groups,total_rounds,warmup_rounds,cluster_interval,probe_pool_size,probe_sigma,probe_anchor,anchor_ema_beta,profile_during_training,dpmm_max_components,dpmm_prior,min_cluster_size,client_frac,local_epochs,lr,train_samples_per_client,test_samples_per_client,val_ratio,label_column,split_source,num_features,num_classes,label_map,dropped_columns_train,dropped_columns_test,num_raw_feature_columns,num_encoded_feature_columns,feature_names_preview,k_pred,acc,precision,recall,f1,tn,fp,fn,tp,client_avg_acc,micro_acc,client_avg_macro_f1,global_macro_f1,client_avg_precision,client_avg_recall,client_avg_f1,ari,nmi,purity
CARES-Lite,cicids2017,binary,dirichlet,20,2,2,2,"[[1, 0], [1, 0]]",50,5,5,16,0.05,ema_global,0.9,False,10,0.03,5,0.5,2,0.01,2000,500,0.2,Label,explicit_train_test,77,2,"{'0': 0, '1': 1}",['Label'],['Label'],77,77,"['Flow Duration', 'Total Fwd Packets', 'Total Backward Packets', 'Total Length of Fwd Packets', 'Total Length of Bwd Packets', 'Fwd Packet Length Max', 'Fwd Packet Length Min', 'Fwd Packet Length Mean', 'Fwd Packet Length Std', 'Bwd Packet Length Max', 'Bwd Packet Length Min', 'Bwd Packet Length Mean', 'Bwd Packet Length Std', 'Flow Bytes/s', 'Flow Packets/s', 'Flow IAT Mean', 'Flow IAT Std', 'Flow IAT Max', 'Flow IAT Min', 'Fwd IAT Total']",2,0.9819,0.9855328547763667,0.9944283485625139,0.9899606190027178,895,131,50,8924,0.9818999999999999,0.9819,0.7139333531421649,0.9490645307088678,0.9839119720608072,0.9934538249113627,0.9886040505476199,0.6208425720620843,0.6189770040174566,0.9
